Entity,Code,Year,Coal Production - EJ,Gas Production - EJ,Oil Production - Tonnes
Angola,AGO,1999,,,36.7
Angola,AGO,2000,,,36.85
Angola,AGO,2001,,,36.55
Angola,AGO,2002,,,44.6
Angola,AGO,2003,,,42.832728745276704
Angola,AGO,2004,,,54.582975338545296
Angola,AGO,2005,,,62.43436379310351
Angola,AGO,2006,,,68.6788629729164
Angola,AGO,2007,,,81.18433669886541
Angola,AGO,2008,,,92.2906096213475
Angola,AGO,2009,,,86.0368122062451
Angola,AGO,2010,,,88.92848385433891
Angola,AGO,2011,,,82.0317510038425
Angola,AGO,2012,,,85.2958567934259
Angola,AGO,2013,,,85.2059195276653
Angola,AGO,2014,,,83.27741204318491
Angola,AGO,2015,,,88.1626587219973
Angola,AGO,2016,,,85.7680366261809
Angola,AGO,2017,,,81.60494215789471
Angola,AGO,2018,,,74.085432348162
Angola,AGO,2019,,,69.0641010391201
Argentina,ARG,1965,,,13.7647586206897
Argentina,ARG,1966,,,14.6439655172414
Argentina,ARG,1967,,,15.962275862069
Argentina,ARG,1968,,,17.4875862068966
Argentina,ARG,1969,,,18.1067586206897
Argentina,ARG,1970,,0.21076020000000004,20.000517241379303
Argentina,ARG,1971,,0.227757555,21.570862068965504
Argentina,ARG,1972,,0.21650184,22.218034482758604
Argentina,ARG,1973,,0.23575734,21.6011724137931
Argentina,ARG,1974,,0.25375248,21.1447586206897
Argentina,ARG,1975,,0.26929692,20.260551724137898
Argentina,ARG,1976,,0.25676334,20.4141379310345
Argentina,ARG,1977,,0.26502570000000003,22.061965517241397
Argentina,ARG,1978,,0.2734281,23.209862068965503
Argentina,ARG,1979,,0.2531223,24.2781034482759
Argentina,ARG,1980,,0.293926455,25.267034482758604
Argentina,ARG,1981,,0.305829855,25.7363793103448
Argentina,ARG,1982,,0.34274790000000005,25.571310344827598
Argentina,ARG,1983,,0.46003140000000003,25.667310344827598
Argentina,ARG,1984,,0.4719348,25.141758620689696
Argentina,ARG,1985,,0.4862889,24.158620689655198
Argentina,ARG,1986,,0.5430050999999999,22.868655172413803
Argentina,ARG,1987,,0.5304015000000001,22.5725862068965
Argentina,ARG,1988,,0.6287795999999999,23.719758620689696
Argentina,ARG,1989,,0.6648399,24.229965517241396
Argentina,ARG,1990,,0.6245784000000001,25.436551724137896
Argentina,ARG,1991,,0.6977493,25.881999999999998
Argentina,ARG,1992,,0.7033509,29.0404482758621
Argentina,ARG,1993,,0.7534152,31.0678275862069
Argentina,ARG,1994,,0.7796727,34.510999999999996
Argentina,ARG,1995,,0.8756001,37.4569310344828
Argentina,ARG,1996,,1.0128393,40.816
Argentina,ARG,1997,,0.9585738000000001,43.3855862068966
Argentina,ARG,1998,,1.0359459,44.02806896551721
Argentina,ARG,1999,,1.2102957,41.6888643542384
Argentina,ARG,2000,,1.3097241000000002,41.3474724708744
Argentina,ARG,2001,,1.3002714,43.929170951818705
Argentina,ARG,2002,,1.2642111,43.27405411445479
Argentina,ARG,2003,,1.4368104,43.0940215790796
Argentina,ARG,2004,,1.5712488000000002,41.025835723634295
Argentina,ARG,2005,,1.5975063,39.3690766618851
Argentina,ARG,2006,,1.613961,39.433167781697705
Argentina,ARG,2007,,1.5694983,38.214468714503106
Argentina,ARG,2008,,1.5425406000000002,37.8047941963334
Argentina,ARG,2009,,1.4508428830857,34.0436613704165
Argentina,ARG,2010,,1.4038918473357,33.278526248337
Argentina,ARG,2011,,1.3578424237656,31.185337295536605
Argentina,ARG,2012,,1.3208833186875,30.8407467199794
Argentina,ARG,2013,,1.2440107284138,30.185947770314698
Argentina,ARG,2014,,1.2414916636866,29.786304925728
Argentina,ARG,2015,,1.2776811929487,30.045688435394602
Argentina,ARG,2016,,1.3421648309328,28.6307966612966
Argentina,ARG,2017,,1.3373959780926001,27.240149041515004
Argentina,ARG,2018,,1.4193140345163,27.542351140787
Argentina,ARG,2019,,1.4981693965344,28.834161091227397
Asia Pacific,,1965,,,44.905033557231995
Asia Pacific,,1966,,,50.012063512790796
Asia Pacific,,1967,,,53.0263478942276
Asia Pacific,,1968,,,62.0498666091191
Asia Pacific,,1969,,,71.4253888850057
Asia Pacific,,1970,,0.543659461230345,98.766545977378
Asia Pacific,,1971,,0.642988235572032,118.602164625031
Asia Pacific,,1972,,0.7476026048056659,139.682505883472
Asia Pacific,,1973,,0.9277846217838142,166.77356384778298
Asia Pacific,,1974,,1.1285340526296899,177.80103372386398
Asia Pacific,,1975,,1.27838004326929,189.012698930154
Asia Pacific,,1976,,1.47447140120336,215.65841403758898
Asia Pacific,,1977,,1.7951792845780399,235.47210974817799
Asia Pacific,,1978,,2.13618329444838,246.09403993600898
Asia Pacific,,1979,,2.42952302470287,252.435076185896
Asia Pacific,,1980,,2.5879552283021297,244.859816104843
Asia Pacific,,1981,20.8599264129192,2.5997114661814402,242.013933377266
Asia Pacific,,1982,21.916467159448104,2.70162724734789,237.04415691364602
Asia Pacific,,1983,23.187813077252898,3.05024683018099,254.537865892718
Asia Pacific,,1984,25.101504102855802,3.54972457498491,279.921697764672
Asia Pacific,,1985,27.769091584534802,3.8483593321879304,289.36667545987
Asia Pacific,,1986,28.740730112074598,4.24626742007832,299.931101451559
Asia Pacific,,1987,29.8854063524965,4.517572601561481,302.651890139035
Asia Pacific,,1988,31.113720973821803,4.8263139711998795,305.904227689307
Asia Pacific,,1989,33.3578975838278,4.98178451696808,314.834756996892
Asia Pacific,,1990,34.319928573193806,5.37315367079316,325.992725509815
Asia Pacific,,1991,34.9921380624209,5.8460032987559005,335.22619125320097
Asia Pacific,,1992,36.1993224552004,6.18194417269829,334.695808126077
Asia Pacific,,1993,37.148333265228,6.546372507171,336.762674346395
Asia Pacific,,1994,39.2393871456511,7.13588429473386,346.14659930974403
Asia Pacific,,1995,42.53606891961729,7.49895092626173,352.25186739509104
Asia Pacific,,1996,44.0563575127246,8.18736421311715,363.95146691379097
Asia Pacific,,1997,44.6773930989944,8.71705546709922,367.575820311626
Asia Pacific,,1998,43.7002100276687,8.86039173683095,365.994271989664
Asia Pacific,,1999,44.9077119346235,9.41499546442503,362.46755218434095
Asia Pacific,,2000,46.730102673421605,9.988461542893749,381.63554061376703
Asia Pacific,,2001,49.6195164142354,10.2778582196499,377.929519756743
Asia Pacific,,2002,52.5651479953137,10.947236446244302,378.991210508676
Asia Pacific,,2003,59.559560366135905,11.6375787747544,375.06167081262396
Asia Pacific,,2004,67.9403961548973,12.3977419232419,379.10823892051
Asia Pacific,,2005,75.1022198706657,13.392984559739,382.928457738721
Asia Pacific,,2006,80.4310098262191,14.0229719350766,380.92251127381104
Asia Pacific,,2007,86.44813261980671,14.6542385819704,381.850435329344
Asia Pacific,,2008,90.2357652928659,15.3496630337812,388.554544520179
Asia Pacific,,2009,93.74043041973742,16.0053453158913,384.410226299762
Asia Pacific,,2010,100.43506288214,17.633858002699498,403.37261050388395
Asia Pacific,,2011,110.160193762752,17.8075759505703,395.804684082009
Asia Pacific,,2012,112.756454731629,18.1446122135015,400.904032429028
Asia Pacific,,2013,116.711881256024,18.5120490866017,394.389744889152
Asia Pacific,,2014,116.28897076277399,19.2785087571259,395.071910812837
Asia Pacific,,2015,115.24361446053801,20.284977142270698,399.78263389629797
Asia Pacific,,2016,110.080798832838,20.980579423237103,383.716357063052
Asia Pacific,,2017,112.40545490730601,21.9045075683577,369.805183526262
Asia Pacific,,2018,119.979822838773,22.753612029113302,361.037376531551
Asia Pacific,,2019,124.71979172241998,24.196744269739103,361.78905596444
Australia,AUS,1965,,,0.34620596205962106
Australia,AUS,1966,,,0.445121951219512
Australia,AUS,1967,,,1.03861788617886
Australia,AUS,1968,,,1.93414634146341
Australia,AUS,1969,,,2.22560975609756
Australia,AUS,1970,,0.062294308631999994,8.70460704607046
Australia,AUS,1971,,0.0929760456996,15.255403700588698
Australia,AUS,1972,,0.1334673463104,16.2800056069526
Australia,AUS,1973,,0.1694476797444,20.394430427062897
Australia,AUS,1974,,0.19332716472,20.1786059714045
Australia,AUS,1975,,0.2076118941132,21.621841416690003
Australia,AUS,1976,,0.2450779826094,22.140930754135102
Australia,AUS,1977,,0.279966375576,23.424755863938
Australia,AUS,1978,,0.3014113703292,23.1908536585366
Australia,AUS,1979,,0.34695065801880004,23.276296607793697
Australia,AUS,1980,,0.39839716463040004,21.838752453041803
Australia,AUS,1981,2.83885632420445,0.43179980253480005,21.2710307447902
Australia,AUS,1982,2.8978354954456003,0.4211310071484,20.9742827773105
Australia,AUS,1983,3.01946658755233,0.4574693538504,20.4167717970283
